4194304.0 , 2048 , 0.5557
2097152.0 , 4096 , 0.5556
1048576.0 , 8192 , 0.5556
524288.0 , 16384 , 0.5556
262144.0 , 32768 , 0.5556
131072.0 , 65536 , 0.5556
65536.0 , 131072 , 0.5556
32768.0 , 262144 , 0.5556
16384.0 , 524288 , 0.5556
8192.0 , 1048576 , 0.5556
